practice_code,practice_name
Y03620,BUCKS UTC & OOH
Y03643,COMMUNITY COPD SERVICE
Y03651,CGL SERVICES
Y03653,BADGER OOH
Y03662,BRISDOC HEALTHCARE SERVICES OOH
Y03663,HENDON WAY SURGERY
Y03664,DR AZIM & PARTNERS
Y03700,STAFFORDSHIRE DOCTORS URGENT CARE OOH
Y03704,NWR COMMUNITY SERVICES
Y03706,WOKINGHAM COMMUNITY SERVICES
Y03707,NDC COMMUNITY SERVICES
Y03709,DR LOCAL CARE DIRECT OOH
Y03711,STAFFORDSHIRE DOCTORS URGENT CARE OOH
Y03715,LOUGHBOROUGH URGENT CARE CENTRE
Y03723,COMMUNITY HEALTH SERVICES
Y03728,SOUTH KENT GROUP
Y03730,WEST KENT GROUP
Y03731,THANET GROUP
Y03734,NHS NORTHAMPTONSHIRE ICB
Y03740,BEXLEY COMMUNITY HEALTH SERVICES
Y03741,GREENWICH COMMUNITY HEALTH SERVICES
Y03743,NOTTINGHAM CITYCARE
Y03744,SOMERSET PARTNERSHIP
Y03745,OXFORD HEALTH FT COMM NMP
Y03746,B'WATER CH CN WARRINGTON
Y03747,WALSALL COMMUNITY NURSES
Y03754,LIVEWELL S/W
Y03755,GREENWICH PENINSULA
Y03760,TAMESIDE & GLOSSOP IC NHS FT
Y03762,NMP BASSETLAW
Y03763,BRENT COMMUNITY SERVICES CLCH
Y03765,TORBAY AND SOUTHERN DHCT
Y03770,NELFT CHS & MHS REDBRIDGE
Y03771,NORTH DEVON TRUST NMPS
Y03777,GH LOCALA COMMUNITY SERVICES
Y03781,COMMUNITY HEALTH NEWHAM
Y03782,KINGSTON & RICHMOND NHS FOUNDATION TRUST
Y03784,NHS STOCKPORT COMMUNITY HEALTH
Y03785,COMMUNITY SPECIALIST NURSE PRESCRIBERS
Y03787,"EASTBOURNE, HAILSHAM & SEAFORD OOH"
Y03788,SHROPSHIRE COMMUNITY HEALTH NHS TRUST
Y03789,SALFORD COMMUNITY HEALTH
Y03793,MERSEYCARE NHS TRUST
Y03794,MCFT S&F NMPS
Y03797,MCH PRESCRIBING
Y03798,MERSEY CARE NHS TRUST - NMP
Y03799,EPUT COMMUNITY NURSING
Y03802,EPUT RESPIRATORY
Y03808,BURY COMMUNITY SERVICES
Y03809,KNOWSLEY NMP SERVICE
Y03811,BLACKPOOL LOCALITY CHS
Y03813,NELFT CHS & MHS BARKING & DAGENHAM
Y03814,NELFT CHS & MHS HAVERING
Y03816,CARE PLUS GROUP
Y03818,COMMUNITY NURSING
Y03819,IC24 LTD (HWLH OOH)
Y03821,HMR CHILDRENS COMMUNITY SERVICES
Y03822,BRIDGEWATER CH COM NURSES HALTON
Y03824,SOLENT WEST NMPS
Y03825,NHS SOLENT EAST
Y03830,BHC NON MEDICAL PRESCRIBERS
Y03831,NON MEDICAL PRESCRIBING SOUTHEND CCG
Y03832,NMP CASTLE POINT AND ROCHFORD CCG
Y03833,ISLE OF WIGHT NHS TRUST NMP
Y03836,WIRRAL COMMUNITY NMP
Y03838,ENHCCG NURSE PRESCRIBERS
Y03870,NHS FYLDE & WYRE CCG
Y03881,CCICP NMPS
Y03882,EAST CHESHIRE COMMUNITY NMPS
Y03883,COMMUNITY SERVICES NURSE PRESCRIBERS
Y03884,ENFIELD COMMUNITY SERVICES
Y03886,PARTNERSHIP STOKE
Y03887,PARTNERSHIP SOUTH
Y03888,EAST COAST COMMUNITY HEALTHCARE
Y03889,LCH NEIGHBOURHOOD TEAMS
Y03893,OLDHAM CARE ORGANISATION - NMP
Y03894,PRIMARY CARE PRESCRIBING - STH EMPLOYED
Y03897,CAMDEN COMMUNITY NURSING
Y03908,NMPS TRAFFORD LCO
Y03909,LEICS.PART.TRUST COMMUNITY PRESCRIBERS
Y03917,SOUTH TYNESIDE & SUNDERLAND NHS FT STY
Y03921,SOUTH TYNESIDE & SUNDERLAND NHS FT SUN
Y03927,NT&H COMM NURSES DN
Y03928,NT&H COMM MATRONS
Y03929,NT&H COMM MIDWIVES
Y03930,NT&H COMM RESP N
Y03934,NT&H COMM MACMILLAN
Y03938,DUDLEY COMMUNITY SERVICES
Y03939,PARTNERSHIP NORTH
Y03940,COMMUNITY NURSING (SOUTH TEES)
Y03942,BCHC MEDICINES MANAGEMENT
Y03943,ACAH CENTRAL & WEST
Y03945,NMP MANSFIELD & ASHFIELD
Y03946,NMP NEWARK & SHERWOOD
Y03947,NMP NOTTINGHAM NORTH & EAST
Y03948,NMP NOTTINGHAM WEST
Y03949,NMP RUSHCLIFFE
Y03950,NORTH CUMBRIA INTEGRATED CARE NHS FT
Y03957,LOROS
Y03962,SULIS UNIT
Y03965,SOLIHULL COMMUNITY
Y03966,ELHT NMPS
Y03971,ELHT NMPS
Y03978,SPECIALIST NURSE
Y03979,WWL COMMUNITY NURSES
Y04023,LCFT NON-MEDICAL PRESCRIBERS
Y04024,LCFT NON-MEDICAL PRESCRIBERS
Y04027,CENTRAL LONDON CCG - CLCH (NMP)
Y04028,HAMMERSMITH & FULHAM CCG - CLCH (NMP)
Y04031,DARLINGTON CCG FT COMMUNITY PRACTICE
Y04032,DDES CCG FT COMMUNITY PRACTICE
Y04033,NORTH DURHAM CCG FT COMMUNITY PRACTICE
Y04037,BANES COMMUNITY NURSING
Y04048,COMMUNITY NON MEDICAL PRESCRIBING
Y04077,WYE VALLEY NHS TRUST
Y04078,NON MEDICAL PRESCRIBING
Y04084,NORTH MANCHESTER COMMUNITY
Y04085,MFT CHILDRENS COMMUNITY SERVICES
Y04086,MFT ADULT COMMUNITY SERVICES
Y04087,ADULT SOUTH COMMUNITYSERVICES MANCHESTER
Y04089,SEXUAL HEALTH (MIDDLESBROUGH)
Y04094,URGENT CARE
Y04096,INTEGRATED CARE
Y04098,HILLINGDON CNWL PRESCRIBERS
Y04099,BRADFORD DISTRICT CARE TRUST
Y04101,ROTHERHAM EXTENDED HOURS ACCESS HUBS
Y04104,SWICC AND COMMUNITY SERVICES
Y04106,WALK-IN CENTRE GP IN-HOURS
Y04107,WEST LONDON TRUST (NMP)
Y04109,CWP (WEST) PHYSICAL HEALTH
Y04110,SUTTON COMMUNITY SERVICES
Y04112,THE BAC O'CONNOR CENTRE
Y04113,COMMUNITY NON-MEDICAL PRESCRIBERS
Y04115,YOUR HEALTHCARE NON MED PRES
Y04142,CPFT SPECIALIST SERVICE HUNTS
Y04161,NMP HIOW HEALTHCARE (WEST HANTS)
Y04163,NMP HIOW HEALTHCARE (NORTH HANTS)
Y04165,NMP HIOW HEALTHCARE (SOUTH EAST HANTS)
Y04167,ELLENOR HOSPICE
Y04169,NORTHUMBERLAND COMMUNITY SERVICE
Y04170,NON MEDICAL PRESCRIBERS
Y04174,DR LOCAL CARE DIRECT OOH
Y04176,DUCHY HOSPITAL
Y04181,EAST CORNWALL COMMUNITY SERVICES
Y04183,WHITTINGTON HEALTH (ISLINGTON)
Y04187,NORTH TYNESIDE COMMUNITY SERVICE
Y04195,HOMERTON NMP'S
Y04198,NELFT CHS & MHS WALTHAM FOREST
Y04203,DR WHARFEDALE MIU/OOH
Y04205,DR LOCAL CARE DIRECT OOH
Y04215,NCH&C COMMUNITY NURSES (WEST)
Y04216,FIRST COMMUNITY HEALTH & CARE
Y04220,WILL ADAMS NHS TREATMENT CENTRE
Y04221,LEARNING DISABILITIES SERVICE
Y04225,EALING COMMUNITY PRT - CARE HOME SERVICE
Y04227,BHFT (WAM)
Y04228,BHFT (BRACKNELL)
Y04245,COMMUNITY ENT CLINIC
Y04249,WEST MIDLANDS REHABILITATION CENTRE
Y04251,ST HELENA HOSPICE
Y04255,THE OAKS - ENT
Y04256,THE OAKS-GENERAL SURGERY
Y04259,THE OAKS - ORTHOPAEDICS
Y04260,THE OAKS - UROLOGY
Y04262,BOOTS OPTICIANS
Y04266,CROSLAND MOOR SURGERY
Y04269,TISSUE VIABILITY SERVICES
Y04273,LIBERTY BRIDGE ROAD PRACTICE
Y04297,NELFT SOUTH WEST ESSEX CS
Y04298,ELFT CHSB COMMUNITY NURSING
Y04300,ELFT CHSB MATRONS
Y04301,ELFT CHSB MACMILLAN NURSING
Y04302,ELFT CHSB NEUROLOGY NURSING
Y04327,WORCESTERSHIRE INTEGRATED SEXUAL HEALTH
Y04331,NEWCASTLE HOSPITALS COMMUNITY HEALTH
Y04334,LCHS NMP
Y04336,SOUTH WORC PALLIATIVE CARE
Y04344,DVT SERVICE
Y04345,SEXUAL HEALTH WIRRAL
Y04347,ACCT 2
Y04348,CCCT 2
Y04366,SOUTH COTSWOLD LOCALITY NURSE PRESCRIBER
Y04367,STROUD LOCALITY NURSE PRESCRIBER
Y04368,TEWKESBURY LOCALITY NURSE PRESCRIBER
Y04370,CHELTENHAM LOCALITY NURSE PRESCRIBER
Y04371,FOREST DEAN LOCALITY NURSE PRESCRIBER
Y04372,GLOUCESTER CITY LOCALITY N. PRESCRIBER
Y04376,BIRMINGHAM DENTAL HOSPITAL
Y04377,COMMUNITY RESPIRATORY SERVICE
Y04380,CRISIS RESPONSE TEAM
Y04395,INTERMEDIATE CARE SERVICE
Y04406,CNWL-MK MEDICAL PRESCRIBER
Y04416,ST MICHAEL'S CLINIC
Y04419,CHCP STROKE REHABILITATION
Y04422,CUMBRIA MEDICAL SERVICES LTD
Y04426,DGS OOH (INTEGRATED CARE 24 LTD)
Y04429,CONTINENCE AND STOMA SERVICE
Y04445,RB WAA HILL
Y04452,NEW HALL HOSPITAL
Y04463,PRUH URGENT CARE CENTRE
Y04474,GP OUT OF HOURS BASE SERVICE OOH
Y04477,PRIMARY CARE MANCHESTER LIMITED
Y04478,"MACMILLAN ST HELENS SP, PALLIATIVE CARE"
Y04481,HWLH HORDER HEALTHCARE
Y04487,ECH OPD
Y04493,WEST KENT URGENT CARE HOME TREATMENT
Y04505,PCH WARD
Y04506,CROYDON HEALTH SERVICES - COMMUNITY SERV
Y04518,COMMUNITY GERIATRICIANS
Y04526,RUGBY MENTAL HEALTH OUTPATIENT SERVICES
Y04530,MALVERN CMHT
Y04538,BRACKNELL URGENT CARE CENTRE WIC
Y04543,JULIAN HOUSE HEALTHCARE SERVICE
Y04551,PARSONS GREEN WIC
Y04553,EVMC MINOR INJURIES UNIT
Y04558,SUSSEX & SURREY COMMUNITY DERMATOLOGY
Y04561,EIDS
Y04563,HIOWH NMP - IOW
Y04585,INTEGRATED CARE 24 LTD (CWSX OOH)
Y04586,IC24 LTD (CRAWLEY OOH)
Y04587,IC24 LTD (HORSHAM & MID SUSSEX OOH)
Y04588,IC24 LTD (EAST SURREY OOH)
Y04591,ISIGHT
Y04592,CCS PAEDIATRICIANS
Y04594,NORTH EAST ESSEX DIABETES SERVICE
Y04600,BARDOC GP OOH
Y04605,SMGPF
Y04606,LANCASTER HOUSE CONTINENCE
Y04625,PODIATRIC SERVICES
Y04628,TIVERTON GP-LED MINOR INJURIES UNIT
Y04630,YATE MINOR INJURIES UNIT (MIU)
Y04632,ROTHERHAM HOSPICE
Y04633,PCOC DERMATOLOGY SERVICE
Y04635,ST HELENS COMMUNITY COPD SERVICE
Y04645,URGENT CARE CENTRE (ERITH)
Y04654,TAURUS HEALTHCARE LTD
Y04657,ROSSENDALE MIU & OOH
Y04662,CRANBROOK MEDICAL PRACTICE
Y04664,THE WILLASTON SURGERY
Y04667,PCOC GYNAECOLOGY SERVICE
Y04672,SOUTHAMPTON MINOR INJURIES UNIT
Y04680,HMP & YOI NEW HALL
Y04684,TOGETHER FIRST
Y04690,HEALTH LOCALITY SERVICE
Y04702,HEALTHBRIDGE DIRECT
Y04704,COMMUNITY RESPIRATORY SERVICE (AIRS)
Y04710,EVMC - DVT CLINIC
Y04712,NORTH BRISTOL CDC
Y04713,POWCH OPD & WARD
Y04714,FORGET ME NOT CHILDREN'S HOSPICE
Y04739,AQP ANTICOAG SOUTH DOC
Y04772,ENHANCED CARE HOME SUPPORT TEAM
Y04775,DERMATOLOGY DEPARTMENT CANNOCK
Y04784,RHEUMATOLOGY DEPARTMENT CANNOCK
Y04787,BEACON MEDICAL SERVICES LIMITED
Y04789,BECKENHAM BEACON URGENT CARE CENTRE
Y04795,WEST HERTS RESPIRATORY SERVICE
Y04798,ENT GPWSI CUMBERLAND CENTRE
Y04805,PHOENIX WALK IN CENTRE
Y04809,LAKESIDE SURGERY
Y04810,KINGSTON PRIMARY CARE EXTENDED SERVICE
Y04812,RUSHCLIFFE URGENT CARE SERVICE
Y04818,GP WHITBY EXTENDED ACCESS (NIMBUSCARE)
Y04831,H&F CCGS WEEKEND PLUS SERVICE
Y04832,NEWCASTLE GP IN A&E SERVICE
Y04833,GATESHEAD EXTRA CARE
Y04837,HARINGEY GP FEDERATION LTD
Y04838,NDUC NORTH TYNESIDE OOH
Y04846,SHROPSHIRE URGENT CARE CENTRE
Y04869,DIABETES
Y04882,CHAUCER SURGERY
Y04884,SATIS HOUSE
Y04886,HAVERING HEALTH
Y04900,ENHANCED GP SERVICE
Y04906,HYNDBURN CENTRAL PCN ENHANCED ACCESS
Y04908,STAFFORDSHIRE DOCTORS URGENT CARE OOH
Y04909,NORTH WALK IN CENTRES
Y04913,BURY GP PRACTICES LTD
Y04917,RUNCORN URGENT CARE CENTRE WIC
Y04920,LCW CLCCG OOH
Y04921,LCW HOUNSLOW CCG OOH
Y04922,LCW HAM+FUL CCG OOH
Y04923,LCW WLCCG OOH
Y04925,CHAPELFORD PRIMARY CARE CENTRE
Y04929,BANES ENHANCED MEDICAL SERVICE (BEMS+)
Y04933,QUAY HEALTH EAC
Y04938,DUDLEY URGENT CARE CENTRE OOH
Y04941,BSUH DERMATOLOGY SERVICE
Y04957,ST AUSTELL HEALTH GROUP
Y04962,HALTON RAPID RESPONSE RESPIRATORY TEAM
Y04965,ALLIANCE TEACHING PRACTICES
Y04966,RAPID INTERVENTION TEAM
Y04969,CAMP HILL GP LED HEALTH CENTRE
Y04975,OADBY URGENT CARE CENTRE (DHU) OOH
Y04977,CRESWELL AND LANGWITH MEDICAL CENTRE
Y04981,HERTFORDSHIRE COMMUNITY SEXUAL HEALTH
Y04991,COMMUNITAS CLINICS - SUSSEX DERMATOLOGY
Y04995,ROYAL PRIMARY CARE CHESTERFIELD
Y04997,HMR BARDOC OOH
Y05003,DUDLEY COMMUNITY PALLIATIVE MEDICINE
Y05019,OLDHAM TOTAL SKIN SERVICE
Y05020,TRINITY HOSPICE
Y05023,SILVER END SURGERY
Y05031,RAMSEY HEALTH CARE UK
Y05032,INDEPENDENT HEALTH GROUP
Y05035,UROLOGY
Y05039,DERMATOLOGY
Y05048,RESPIRATORY MEDICINE-MERTON CCG
Y05055,COLORECTAL SURGERY-MERTON CCG
Y05062,SOUTH LAKES PRIMARY CARE SERVICES
Y05072,NORTHERN HEALTH GPPO HUB 4
Y05074,SOUTHAMPTON PRIMARY CARE HUBS
Y05076,NWL PRACTICEPLUS GROUP OOH
Y05080,FIRST CHOICE MEDICAL CARE
Y05084,HOSPITAL AT HOME
Y05088,EXTENDED ACCESS
Y05092,EYE 2 EYE OPTICIANS
Y05093,RAMSAY HEALTHCARE - NORTH DOWNS HOSPITAL
Y05094,LOCALA BRADFORD SEXUAL HEALTH SERVICE
Y05095,CHOICE PLUS
Y05105,THERAPY SERVICES
Y05106,DISTRICT NURSES SWBH
Y05107,STAR SCHEME EXTENDED
Y05110,WAM CCG PMCF (7 DAY WORKING WINDSOR)
Y05111,FAVERSHAM MEDICAL PRACTICE MIU
Y05113,BARNSLEY NEIGHBOURHOOD TEAMS
Y05117,SUFFOLK GP+
Y05118,DURHAM DALES VAWAS
Y05119,SOUTH DURHAM HEALTH
Y05125,CANNOCK PRACTICES NETWORK SURGERY
Y05127,LOCAL PRIMARY CARE NORTH LOCALITY SPOKE
Y05131,LOCAL PRIMARY CARE EAST/WEST SPOKE
Y05132,ST WILFRID'S HOSPICE
Y05136,NDUC GP OUT OF HOURS SERVICE (OOH)
Y05140,PETERBOROUGH GP HUB
Y05141,DONCASTER URGENT CARE & OUT OF HOURS
Y05142,DONCASTER SAME DAY HEALTH CENTRE
Y05148,RICHMOND GP ALLIANCE
Y05153,PCS ENHANCED ACCESS
Y05157,B & A CCG EXTENDED HOURS SERVICE
Y05160,THGPCG SERVICE OOH
Y05161,FIVEWAYS PCN EA HUB
Y05162,AT MEDICS STREATHAM PCN EA HUB
Y05167,THE FLYING SCOTSMAN HEALTH CENTRE
Y05168,PRIMARY CARE EXTENDED HOURS
Y05178,PORTSMOUTH PRIMARY CARE ALLIANCE LTD
Y05181,COMMUNITY PAEDIATRIC SERVICE
Y05183,SUFFOLK COMMUNITY SERVICES (WEST)
Y05190,ISLINGTON GP FEDERATION
Y05192,PRIMARY CARE SEVEN DAY SERVICE
Y05202,OAKHAM MI
Y05212,WEST CHELTENHAM MEDICAL
Y05215,WIDNES ENHANCED ACCESS SERVICE
Y05222,I HEART BARNSLEY
Y05231,BROMLEY GP ALLIANCE
Y05233,ASHTON PCC SEVEN DAY ACCESS OOH
Y05248,BRIERLEY MEDICAL CENTRE
Y05249,TISSUE VIABILITY
Y05257,CAMDEN EXTENDED ACCESS SERVICE
Y05258,BARNET FEDERATED GPS LIMITED
Y05260,SOUTH TYNESIDE URGENT CARE HUB WIC
Y05271,BEDSER HUB
Y05273,GP HUBS - GP HEALTH PARTNERS LTD
Y05277,SOMERSET 999 GP CAR
Y05285,COMMUNITY GYNAECOLOGY CLINIC NH
Y05286,LISTER HOUSE CHELLASTON
Y05288,RESPIRATORY SERVICE STOKE AND NORTH
Y05300,INHEALTH NWCATS
Y05305,COMMUNITY DERMATOLOGY SERVICE
Y05306,DMC COMMUNITY DERMATOLOGY WAKEFIELD CCG
Y05309,PILGRIMS HOSPICES IN EAST KENT
Y05311,EXTENDED ACCESS HUB
Y05313,BNSSG COMMUNITY PAEDIATRICIANS
Y05317,COUNTRY PARK PRACTICE
Y05318,DENMARK ROAD SURGERY
Y05330,"WELBOURNE MED PRAC, WELBOURNE H C"
Y05336,IC24 LTD(BASILDON & BRENTWOOD)OOH
Y05337,CIS THREE BOROUGHS
Y05339,IC24 LTD(THURROCK)OOH
Y05346,WESTWOOD PRIMARY CARE CENTRE
Y05349,CLOVER CITY PRACTICE
Y05353,BOLTON GP FED WEEKEND SERVICE OOH
Y05363,BHF HIGHGATE SURGERY
Y05364,BHF LUNDWOOD SURGERY
Y05369,BALDERTON SURGERY
Y05371,LOCALA KIRKLEES SEXUAL HEALTH SERVICE
Y05373,STOKE/STAFFS DERMATOLOGY SERVICE
Y05379,WHITBY UTC
Y05401,WLCCG EXTENDED HOURS HUBS
Y05404,SHAKESPEARE WIC
Y05405,BARNSLEY SEXUAL HEALTH SERVICE
Y05406,COMMUNITY ENT SERVICE
Y05407,SEXUAL HEALTH AND CONTRACEPTION SERVICES
Y05408,NCA HMR COMMUNITY SERVICES
Y05409,WAKEFIELD SEXUAL HEALTH SERVICE
Y05410,PSYCHIATRIC ICU
Y05429,OLDHAM PENNINE LUNG SERVICE
Y05438,SUNDERLAND WEST 2 PCN ENHANCED ACCESS
Y05445,SOUTH TYNESIDE ENHANCED PRIMARY CARE
Y05454,URGENT CARE CENTRE (NELFT)
Y05455,NELFT OOH
Y05456,NEMS CBS MID NOTTS OOH
Y05467,POPLAR WARD
Y05469,BMI BEARDWOOD HOSPITAL
Y05474,FITZWILLIAM HOSPITAL
Y05483,RESPIRATORY CNS (AWC)
Y05492,NEW HALL HOSPITAL
Y05493,LCWUCC - IUC NCL
Y05495,DGSS ADULT COMM SERVICES (S LOCALITY)
Y05497,DGSS ADULT COMM SERVICES (DGS) LOCALITY
Y05507,GATESHEAD HEALTH COMMUNITY SERVICES
Y05525,HMP GARTH
Y05540,NORTH STAFFS GP FEDERATION
Y05549,WEST LANCASHIRE EXTENDED ACCESS SERVICES
Y05552,GREENWICH HEALTH LTD
Y05555,WEST KENT DERMATOLOGY
Y05560,PALLIATIVE CARE SERVICE
Y05564,ROYAL DEVON NON-MEDICAL PRESCRIBERS
Y05568,LONG EATON ON DAY SERVICE
Y05595,SOTON COMMUNITY ENT ADELAIDE
Y05608,NHS 111 OOH
Y05609,GTD HEALTHCARE CHORLEY OOH
Y05611,GTD HEALTHCARE PRESTON OOH
Y05612,THOMAS LINACRE SURGICAL
Y05613,THOMAS LINACRE SPECIALIST
Y05614,THOMAS LINACRE MEDICAL
Y05615,HARROW RAPID RESPONSE SERVICE
Y05618,ONE ASHFORD - ELECTIVE CARE NHS SERVICES
Y05620,PGPA IMPROVED ACCESS CENTRAL
Y05622,SOUTHGLADE MEDICAL PRACTICE
Y05625,BB HEALTHCARE SOLUTIONS
Y05629,FCMS PCN ENHANCED ACCESS - FYLDE COAST
Y05632,NEAS TEES VALLEY
Y05636,NEAS NORTHUMBERLAND
Y05638,NEAS SOUTH TYNESIDE
Y05640,EMERGENCY DEPARTMENT
Y05648,MARIE CURIE HOSPICE
Y05654,LICHFIELD AND BURNTWOOD NETWORK
Y05657,RUNCORN GP EXTRA
Y05660,GP EXTENDED ACCESS HUB SERVICE
Y05666,COMMUNITY FRAILTY SERVICE (EAST KENT)
Y05673,CGL RESOLUTIONS SERVICE
Y05674,WORCESTER CITY INPATIENT UNIT
Y05675,BHNC ENHANCED ACCESS SERVICE
Y05682,PRIMARY HEALTHCARE DARLINGTON
Y05690,KIRKBY COMMUNITY PRIMARY CARE CENTRE (3)
Y05704,PRIMARY CARE CONNECT - GARSTON
Y05707,PRIMARY CARE CONNECT - NETHERLEY
Y05712,HUC B&L IUC SERVICE
Y05715,ST HELENS OUT OF HOSPITAL SERVICE
Y05719,CROYDON GP HUBS
Y05722,SUTTON PRIMARY CARE NETWORKS CIC
Y05724,LYMPHOEDEMA SERVICE FOR SANDWELL CCG
Y05733,PARKFIELDS SURGERY
Y05735,SEDGEFIELD PRIMARY CARE SERVICES
Y05736,BISHOP AUCKLAND PRIMARY CARE SERVICES
Y05738,PETERLEE PRIMARY CARE SERVICES
Y05741,LEW GP EXTENDED ACCESS SERVICE
Y05744,NEWMEDICA COMMUNITY OPHTHALMOLOGY
Y05749,GP ACCESS SERVICE
Y05750,DAVID LEWIS MEDICAL PRACTICE
Y05751,THANET HEALTH COMMUNITY INTEREST COMPANY
Y05754,EXTENDED HOURS SERVICE-TENNANT STREET
Y05757,WEST LANCS HC-UCC
Y05758,SKELMERSDALE UCC
Y05759,WEST LANCS COMMUNITY NURSING
Y05764,SPALDING UTC
Y05769,ST LUKES HOSPICE
Y05776,BRADFORD EXTENDED ACCESS
Y05783,HDOCS ON CALL OOH
Y05784,SOUTH CHESHIRE & VALE ROYAL PCAH
Y05788,COMPASS MEDICAL PRACTICE
Y05797,NT&H COMM POD SURGERY
Y05810,COMMUNITY ENT SERVICE
Y05819,GP CARE WAKEFIELD OOH
Y05823,BCA GP STREAMING SERVICE
Y05826,THE HILL GP PRACTICE
Y05828,SUNDERLAND ENHANCED ACCESS SERVICE
Y05834,MID HAMPSHIRE HEALTHCARE LTD 1
Y05839,ARTHUR RANK HOSPICE
Y05842,DANESBURY NEUROLOGICAL UNIT
Y05843,CENTRAL DURHAM GP ENH'D ACCESS SERVICE
Y05845,DERWENTSIDE GP EXTENDED ACCESS SERVICE
Y05846,FARNHAM DIAGNOSTIC AND TREATMENT CENTRE
Y05849,WANDSWORTH CCG - CLCH (NMP)
Y05851,MERIT URGENT
Y05853,SANDWELL CITRUS PCN HUB
Y05857,RHND
Y05861,ESP HUB OOH
Y05863,LGI GPS IN A+E
Y05869,SANDWELL TOGETHER 4 HEALTHCARE PCN HUB
Y05870,BOSTON UTC
Y05871,LINCOLN UTC
Y05873,HADRIAN PRIMARY CARE ALLIANCE
Y05874,OXFORD & CAMBRIDGE WARD
Y05878,BMI THE MANOR HOSPITAL
Y05879,FOREST OF DEAN PCN
Y05880,DORKING COMMUNITY HEALTH & CARE TEAM
Y05886,ROMSEY HUB EUPCS OOH
Y05887,THE CONFEDERATION HILLINGDON CIC OOH
Y05890,MERTON GP FEDERATION
Y05892,INTERMEDIATE CARE
Y05899,EAST ALLIANCE NMPS (ALLINGTON CLINIC)
Y05918,IC24-CANTERBURY CCG-OOH
Y05919,IC24-THANET CCG OOH
Y05920,IC24-ASHFORD CCG-OOH
Y05924,IC24-SKG CCG-OOH
Y05928,GP SERVICES-CRAWLEY HUB
Y05933,EXTENDED ACCESS ST PAULS
Y05940,URGENT CARE HOME VISITING
Y05945,INTEGRATED COMMUNITY DERMATOLOGY SERVICE
Y05949,CRANSTOUN SANDWELL
Y05959,PHOENIX HEALTH SOLUTIONS LTD
Y05960,NC GPA PLUS
Y05961,SHIRLEY MEDICAL EXTENDED ACCESS LLP
Y05971,DGSS INPATIENT SERVICES
Y05972,N&S COMMUNITY DERMATOLOGY CLINIC
Y05973,BERKSHIRE OPHTHALMOLOGY SERVICE
Y05977,DIABETES CONSULTANTS SOUTH
Y05978,SUFFOLK FOOT SURGERY CENTRE
Y05985,BMI-THE SLOANE HOSPITAL
Y05986,BMI-THE BLACKHEALTH HOSPITAL
Y05987,BMI-CHELSFIELD PARK HOSPITAL
Y05988,BMI-SHIRLEY OAKS HOSPITAL
Y05994,DMC COMMUNITY DERMATOLOGY ERY
Y06001,DMC COMMUNITY DERMATOLOGY BHR
Y06007,WELLSBOURNE HEALTHCARE CIC
Y06024,AYCLIFFE SCH
Y06030,UHMB COMMUNITY NMP
Y06034,MAYDAY & THORNTON HEATH EXTENDED ACCESS
Y06042,CHA - GP IMPROVED ACCESS
Y06047,IMPROVED ACCESS CENTRAL CLUSTER
Y06052,LUTON URGENT TREATMENT CENTRE
Y06057,OAKLANDS HOSPITAL
Y06064,WELLINGBOROUGH EXTENDED ACCESS
Y06072,HUMBER FT COMMUNITY CORE
Y06077,CARE UK COVENTRY OOH
Y06079,INTEGRATED CARE CENTRE
Y06095,HERTFORDSHIRE SPECIAL ALLOCATION SCHEME
Y06097,LEEDS NEWMEDICA OPTHALMOLOGY
Y06103,EARL MOUNTBATTEN HOSPICE
Y06113,QHS GP CARE HOME SERVICE
Y06117,COMMUNITY DERMATOLOGY SOUTHWARK GSTT
Y06124,AMBER VALLEY HEALTH
Y06125,NSC BOSWORTH HUB
Y06127,COMMUNITY FRAILTY SERVICE
Y06129,PROCARE HEALTH SERVICES
Y06131,WILTSHIRE HCRG SERVICES
Y06132,NORTH EAST LONDON COMMUNITY ENT SERVICE
Y06134,ACCIDENT AND EMERGENCY WWL
Y06136,LINDSEY LODGE HOSPICE
Y06137,NWS INTEGRATED CARE SERVICES (NICS)
Y06139,TRAFFORD MASTERCALL OOH
Y06141,BIRMINGHAM ST MARY'S HOSPICE
Y06144,PANACEA FEDERATION
Y06147,ISIGHT
Y06148,LUTON EXTENDED ACCESS SERVICE
Y06153,BEDOC HEALTHCARE
Y06155,PROVIDE MID FRAILTY VIRTUAL WARD
Y06156,LONDON AMBULANCE SERV NHS111 IUC CAS OOH
Y06157,LONDON AMBULANCE SERV NHS111 IUC CAS OOH
Y06159,LONDON AMBULANCE SERV NHS111 IUC CAS OOH
Y06160,LONDON AMBULANCE SERV NHS111 IUC CAS OOH
Y06161,LONDON AMBULANCE SERV NHS111 IUC CAS OOH
Y06163,DERBY CITY NORTH PRIMARY CARE LTD
Y06164,SOUTH DALES HEALTHCARE LTD
Y06168,DERMATOLOGY SERVICE
Y06169,CAMBS GP HUBS
Y06171,ROWLEY HALL HOSPITAL
Y06179,NORTH MANCHESTER CARE HOME PILOT
Y06191,URGENT TREATMENT CENTRE
Y06192,KETTERING EXTENDED ACCESS
Y06193,COMMUNITAS CLINICS - BEXLEY COMM DERM
Y06203,SWGP LTD
Y06206,HILLINGDON ISRH
Y06208,7 DAY GP SERVICE
Y06209,EUXTON HALL HOSPITAL
Y06216,SOUTH SEFTON GP EXTRA SERVICE
